screen_name,tweet,source,reply,is_quote,favorite_count,retweet_count,hashtags,contain_url,contain_media,mention,lang,have_coordinate,name,use_location,have_description,have_url_17,followers_count,friends_count,friend_ratio,listed_count,statuses_count,favourites_count,account_created_at,verified,have_url_26,account_lang,use_banner,status
Polsekwates1,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/K6uThRTqe6",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsekwates,FALSE,FALSE,FALSE,124,74,1.6756756756756757,0,4078,1,2017-10-02T05:45:09Z,FALSE,FALSE,id,TRUE,Human
NgancarPolsek,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/X68n9aXczW",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsek Ngancar,FALSE,FALSE,FALSE,0,16,0,0,314,0,2019-03-11T11:05:59Z,FALSE,FALSE,en,FALSE,Human
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/nZjwmx1klM",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Bot
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/4Fsuo2soVB",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Bot
TBPoldaSulbar,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/eEtkPUhm3D",Twitter for Android,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,TBnews Polda Sulbar,TRUE,TRUE,TRUE,437,42,10.404761904761905,1,18677,63,2016-08-14T03:03:55Z,FALSE,TRUE,en,TRUE,Human
TBPoldaSulbar,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/GIEG9b3Zkw",Twitter for Android,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,TBnews Polda Sulbar,TRUE,TRUE,TRUE,437,42,10.404761904761905,1,18677,63,2016-08-14T03:03:55Z,FALSE,TRUE,en,TRUE,Human
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/UGUNAmmSv7",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Bot
TBPoldaSulbar,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/8qJSbc7tfR",Twitter for Android,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,TBnews Polda Sulbar,TRUE,TRUE,TRUE,437,42,10.404761904761905,1,18677,63,2016-08-14T03:03:55Z,FALSE,TRUE,en,TRUE,Human
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/xLrxk3HeAi",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Bot
Polsekwates1,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/PG8q2bUl2H",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsekwates,FALSE,FALSE,FALSE,124,74,1.6756756756756757,0,4078,1,2017-10-02T05:45:09Z,FALSE,FALSE,id,TRUE,Human
NgancarPolsek,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/fYilwkuSrH",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsek Ngancar,FALSE,FALSE,FALSE,0,16,0,0,314,0,2019-03-11T11:05:59Z,FALSE,FALSE,en,FALSE,Human
PataAreadi,"Sebetulnya kita masih punya 3 kandidat terbaik yang pantas menjadi Presiden RI, selain Pak Jokowi dan Pak Prabowo. Yaitu : 
1. Suaminya Ibu Iriana
2. Bapaknya Kaesang
3. Kakeknya Jan Ethes

#PILPRES2019",Twitter for Android,FALSE,FALSE,0,0,PILPRES2019,FALSE,FALSE,FALSE,in,FALSE,Freeman <U+0001F1F2><U+0001F1E8>,TRUE,TRUE,FALSE,141,59,2.389830508474576,0,720,171,2012-11-24T12:37:27Z,FALSE,FALSE,en,TRUE,Bot
HNgadiluwih,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/E21rrtH2C1",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Humas Polsek Ngadiluwih,TRUE,FALSE,FALSE,5,9,0.5555555555555556,0,1607,11,2018-10-04T01:59:17Z,FALSE,FALSE,en,FALSE,Human
NgancarPolsek,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/jAFAo7XoDM",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsek Ngancar,FALSE,FALSE,FALSE,0,16,0,0,314,0,2019-03-11T11:05:59Z,FALSE,FALSE,en,FALSE,Human
NgancarPolsek,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/OjG5ZO84PO",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsek Ngancar,FALSE,FALSE,FALSE,0,16,0,0,314,0,2019-03-11T11:05:59Z,FALSE,FALSE,en,FALSE,Human
Polsekwates1,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/cN75pqKab5",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsekwates,FALSE,FALSE,FALSE,124,74,1.6756756756756757,0,4078,1,2017-10-02T05:45:09Z,FALSE,FALSE,id,TRUE,Human
Polsekwates1,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/XmHotaug2b",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsekwates,FALSE,FALSE,FALSE,124,74,1.6756756756756757,0,4078,1,2017-10-02T05:45:09Z,FALSE,FALSE,id,TRUE,Human
Roops_sulbar,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/oEdJcnuc0V",Twitter for iPhone,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Biro Operasi Polda Sulbar,TRUE,FALSE,FALSE,29,48,0.6041666666666666,0,465,13,2018-05-02T02:36:46Z,FALSE,FALSE,id,TRUE,Human
Roops_sulbar,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/j2dUeDVR9B",Twitter for iPhone,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Biro Operasi Polda Sulbar,TRUE,FALSE,FALSE,29,48,0.6041666666666666,0,465,13,2018-05-02T02:36:46Z,FALSE,FALSE,id,TRUE,Human
Roops_sulbar,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/x9wq1pdkdl",Twitter for iPhone,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Biro Operasi Polda Sulbar,TRUE,FALSE,FALSE,29,48,0.6041666666666666,0,465,13,2018-05-02T02:36:46Z,FALSE,FALSE,id,TRUE,Human
Polsekwates1,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/Ga9FVdUfFE",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsekwates,FALSE,FALSE,FALSE,124,74,1.6756756756756757,0,4078,1,2017-10-02T05:45:09Z,FALSE,FALSE,id,TRUE,Human
ngah_wak,"#HumasPolsekkualasimpang
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk https://t.co/rbNYs4UHQT",Twitter for Android,FALSE,FALSE,0,0,HumasPolsekkualasimpang SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk,FALSE,TRUE,FALSE,und,FALSE,Wak Ngah,FALSE,TRUE,FALSE,0,6,0,0,79,1,2019-03-11T12:44:13Z,FALSE,FALSE,en,FALSE,Bot
ngah_wak,"#HumasPolsekkualasimpang
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk https://t.co/TqQFVXe2Ue",Twitter for Android,FALSE,FALSE,0,0,HumasPolsekkualasimpang SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk,FALSE,TRUE,FALSE,und,FALSE,Wak Ngah,FALSE,TRUE,FALSE,0,6,0,0,79,1,2019-03-11T12:44:13Z,FALSE,FALSE,en,FALSE,Bot
ngah_wak,"#HumasPolsekkualasimpang
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk https://t.co/jOC0BNIndN",Twitter for Android,FALSE,FALSE,0,0,HumasPolsekkualasimpang SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk,FALSE,TRUE,FALSE,und,FALSE,Wak Ngah,FALSE,TRUE,FALSE,0,6,0,0,79,1,2019-03-11T12:44:13Z,FALSE,FALSE,en,FALSE,Bot
ngah_wak,"#HumasPolsekkualasimpang
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk https://t.co/Uo7nIs7IcJ",Twitter for Android,FALSE,FALSE,0,0,HumasPolsekkualasimpang SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk,FALSE,TRUE,FALSE,und,FALSE,Wak Ngah,FALSE,TRUE,FALSE,0,6,0,0,79,1,2019-03-11T12:44:13Z,FALSE,FALSE,en,FALSE,Bot
Polsekwates1,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/YRTVUgcaWh",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Polsekwates,FALSE,FALSE,FALSE,124,74,1.6756756756756757,0,4078,1,2017-10-02T05:45:09Z,FALSE,FALSE,id,TRUE,Human
NgancarPolsek,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypoli https://t.co/p6GvZ4lStM",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypoli,FALSE,TRUE,FALSE,und,FALSE,Polsek Ngancar,FALSE,FALSE,FALSE,0,16,0,0,314,0,2019-03-11T11:05:59Z,FALSE,FALSE,en,FALSE,Human
HNgadiluwih,"#pemilu2019amandamaisejuk
#pilpres2019
#stophoax
#NKRIhargamati
#saveNKRI
#stopblackcampaign
#stopmoneypolitic https://t.co/J1REQh53SE",Twitter for Android,FALSE,FALSE,0,0,pemilu2019amandamaisejuk pilpres2019 stophoax NKRIhargamati saveNKRI stopblackcampaign stopmoneypolitic,FALSE,TRUE,FALSE,und,FALSE,Humas Polsek Ngadiluwih,TRUE,FALSE,FALSE,5,9,0.5555555555555556,0,1607,11,2018-10-04T01:59:17Z,FALSE,FALSE,en,FALSE,Human
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/TMv3tmZr6i",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Suspicious
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/eL0YKTCPj9",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Suspicious
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/2KZEwz47D5",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Suspicious
SWenzld,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/AyNUwRy4CT",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,SI WENZLD6129,FALSE,TRUE,FALSE,2,58,0.034482758620689655,0,49,96,2019-03-20T11:46:54Z,FALSE,FALSE,en,FALSE,Suspicious
zldpolsekjulok,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/L9VKKLsRGY",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,ZLDPOLSEKJULOK6129,FALSE,TRUE,FALSE,18,359,0.05013927576601671,0,45,189,2019-03-20T12:04:53Z,FALSE,FALSE,en,FALSE,Bot
zldpolsekjulok,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/v8lzbB1liS",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,ZLDPOLSEKJULOK6129,FALSE,TRUE,FALSE,18,359,0.05013927576601671,0,45,189,2019-03-20T12:04:53Z,FALSE,FALSE,en,FALSE,Bot
zldpolsekjulok,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/v59tDMeKAb",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,ZLDPOLSEKJULOK6129,FALSE,TRUE,FALSE,18,359,0.05013927576601671,0,45,189,2019-03-20T12:04:53Z,FALSE,FALSE,en,FALSE,Bot
zldpolsekjulok,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/SH4ZFVtlBp",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,ZLDPOLSEKJULOK6129,FALSE,TRUE,FALSE,18,359,0.05013927576601671,0,45,189,2019-03-20T12:04:53Z,FALSE,FALSE,en,FALSE,Bot
PPamboang,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/H2zzoNH5U1",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Polsek Pamboang,FALSE,TRUE,FALSE,0,3,0,0,123,111,2019-02-14T16:11:51Z,FALSE,FALSE,en,FALSE,Human
PPamboang,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/HS7j5CrC2D",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Polsek Pamboang,FALSE,TRUE,FALSE,0,3,0,0,123,111,2019-02-14T16:11:51Z,FALSE,FALSE,en,FALSE,Human
medcom_id,"Malam minggu pasti lebih seru karena #DebatCapresMedcom! Mau tahu aksi Jokowi dan Prabowo beradu argumen? Saksikan LIVE STREAMING #DebatCapres2019 Ronde Keempat di https://t.co/9nqDWmSMCM pada hari Sabtu (30/3) pkl 19.30-23.00 WIB. 

#Pilpres2019 #Jokowi #Prabowo #MedcomID https://t.co/6MkrxnisdW",Sprout Social,FALSE,FALSE,0,0,DebatCapresMedcom DebatCapres2019 Pilpres2019 Jokowi Prabowo MedcomID,TRUE,TRUE,FALSE,in,FALSE,MedcomID,TRUE,TRUE,TRUE,5483,34,161.26470588235293,14,80807,229,2017-08-30T10:17:22Z,TRUE,TRUE,en,TRUE,Human
PPamboang,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/n8M4xG81iv",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Polsek Pamboang,FALSE,TRUE,FALSE,0,3,0,0,123,111,2019-02-14T16:11:51Z,FALSE,FALSE,en,FALSE,Human
tribrata272,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/NB9ad64w24",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,TRIBRATA272ZLD,FALSE,TRUE,FALSE,6,48,0.125,0,44,43,2019-03-20T11:39:33Z,FALSE,FALSE,en,FALSE,Human
PBanggae,"Mari Wujudkan Pileg dan Pilpres 2019 Yang Aman, Damai  dan Sejuk
.
.
.
#SatgasNusantara
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/pz4CqwuNcH",Twitter for Android,FALSE,FALSE,0,0,SatgasNusantara Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,in,FALSE,Polsek Banggae,FALSE,TRUE,FALSE,0,7,0,0,145,15,2019-02-03T22:56:48Z,FALSE,FALSE,en,FALSE,Human
tribrata272,"#SatgasNusantara
#polripromoter
#bidhumaspoldaaceh
#Pemilu2019
#Pileg2019
#Pilpres2019
#PemiluAmanDamaiSejuk
#IndonesiaAmanDamaiSejuk
#IndonesiaSejahtera https://t.co/P2PIDidEeL",Twitter for Android,FALSE,FALSE,1,0,SatgasNusantara polripromoter bidhumaspoldaaceh Pemilu2019 Pileg2019 Pilpres2019 PemiluAmanDamaiSejuk IndonesiaAmanDamaiSejuk IndonesiaSejahtera,FALSE,TRUE,FALSE,und,FALSE,TRIBRATA272ZLD,FALSE,TRUE,FALSE,6,48,0.125,0,44,43,2019-03-20T11:39:33Z,FALSE,FALSE,en,FALSE,Human
